"batsman","pacespin","format","batting_team","year","matches","runs","balls","wickets","fours","sixes","sr","bpw","nbsr"
"MJ Santner","Spin","T20","ALL",9999,13,59,59,5,4,1,100,11.8,68.5
"MJ Swepson","Pace","BBL","ALL",9999,16,44,48,10,4,0,91.7,4.8,63.6
"MJ Swepson","Pace","T20","ALL",9999,4,18,15,0,1,1,120,999,61.5
"MJ Swepson","Spin","BBL","ALL",9999,4,4,10,2,0,0,40,5,40
"MJ Swepson","Spin","T20","ALL",9999,1,11,6,0,0,1,183.3,999,100
"MJ Waite","Pace","NTB","ALL",9999,8,35,33,4,2,1,106.1,8.2,70
"MJ Waite","Spin","NTB","ALL",9999,3,3,3,0,0,0,100,999,100
"MJG Rippon","Pace","T20","ALL",9999,3,69,46,1,8,1,150,46,83.8
"MJG Rippon","Spin","T20","ALL",9999,4,51,54,2,3,1,94.4,27,66
"MJJ Critchley","Pace","NTB","ALL",9999,52,615,482,33,55,18,127.6,14.6,70.2
"MJJ Critchley","Spin","NTB","ALL",9999,37,305,284,13,13,9,107.4,21.8,76
"MK Anafie","Pace","T20","ALL",9999,5,41,45,3,3,2,91.1,15,42.5
"MK Anafie","Spin","T20","ALL",9999,3,36,20,1,2,3,180,20,66.7
"MK Andersson","Pace","NTB","ALL",9999,10,79,65,5,8,0,121.5,13,82.5
"MK Andersson","Spin","NTB","ALL",9999,9,16,29,5,1,0,55.2,5.8,42.9
"MK Gohal","Pace","T20","ALL",9999,3,20,18,1,3,0,111.1,18,53.3
"MK Gohal","Spin","T20","ALL",9999,3,6,5,1,0,1,120,5,0
"MK Lomror","Pace","IPL","ALL",9999,10,63,59,3,5,1,106.8,19.7,69.8
"MK Lomror","Spin","IPL","ALL",9999,8,111,80,4,3,8,138.8,20,73.9
"MK O'Riordan","Pace","NTB","ALL",9999,2,12,12,1,1,0,100,12,72.7
"MK O'Riordan","Spin","NTB","ALL",9999,2,3,4,0,0,0,75,999,75
"MK Pandey","Pace","IPL","ALL",9999,63,1181,871,37,114,32,135.6,23.5,73.5
"MK Pandey","Pace","T20","ALL",9999,30,468,345,10,44,8,135.7,34.5,83.3
"MK Pandey","Spin","IPL","ALL",9999,59,799,694,18,41,28,115.1,38.6,74.7
"MK Pandey","Spin","T20","ALL",9999,21,222,194,4,4,10,114.4,48.5,81.1
"MK Tiwary","Pace","IPL","ALL",9999,16,254,190,11,27,7,133.7,17.3,66.7
"MK Tiwary","Spin","IPL","ALL",9999,11,111,88,2,7,5,126.1,44,69.7
"ML Maiava","Pace","T20","ALL",9999,2,1,3,2,0,0,33.3,1.5,33.3
"ML Pettini","Pace","NTB","ALL",9999,13,263,218,7,40,2,120.6,31.1,51.7
"ML Pettini","Spin","NTB","ALL",9999,9,90,73,5,4,3,123.3,14.6,84.8
"ML Revis","Pace","NTB","ALL",9999,1,0,2,0,0,0,0,999,0
"ML Udawatte","Pace","T20","ALL",9999,3,4,10,2,0,0,40,5,40
"ML Udawatte","Spin","T20","ALL",9999,2,15,13,1,2,0,115.4,13,63.6
"MM Ali","Pace","IPL","ALL",9999,28,359,251,12,33,19,143,20.9,56.8
"MM Ali","Pace","NTB","ALL",9999,19,496,313,7,52,28,158.5,44.7,51.5
"MM Ali","Pace","PSL","ALL",9999,9,83,83,8,8,1,100,10.4,60.8
"MM Ali","Pace","T20","ALL",9999,21,213,149,12,20,9,143,12.4,65.8
"MM Ali","Spin","IPL","ALL",9999,25,295,197,16,18,22,149.7,12.3,58
"MM Ali","Spin","NTB","ALL",9999,18,358,202,12,25,27,177.2,16.8,64
"MM Ali","Spin","PSL","ALL",9999,4,55,24,0,5,4,229.2,999,73.3
"MM Ali","Spin","T20","ALL",9999,18,187,134,8,12,11,139.6,16.8,65.8
"MM Patel","Pace","IPL","ALL",9999,1,0,1,1,0,0,0,1,0
"MM Sharma","Pace","IPL","ALL",9999,16,61,62,8,5,1,98.4,7.8,62.5
"MM Sharma","Spin","IPL","ALL",9999,6,32,29,3,3,1,110.3,9.7,56
"MM Siddique","Pace","T20","ALL",9999,1,4,4,0,0,0,100,999,100
"MMR Obili","Pace","T20","ALL",9999,4,8,11,1,0,0,72.7,11,72.7
"MMR Obili","Spin","T20","ALL",9999,3,10,14,1,0,0,71.4,14,71.4
"MN Samuels","Pace","CPL","ALL",9999,7,79,69,6,4,6,114.5,11.5,45.8
"MN Samuels","Pace","IPL","ALL",9999,3,24,19,3,1,2,126.3,6.3,50
"MN Samuels","Pace","PSL","ALL",9999,4,44,34,1,4,1,129.4,34,75.9
"MN Samuels","Pace","T20","ALL",9999,25,339,289,10,43,9,117.3,28.9,47.7
"MN Samuels","Spin","CPL","ALL",9999,7,51,46,2,2,2,110.9,23,73.8
"MN Samuels","Spin","IPL","ALL",9999,3,5,13,1,0,0,38.5,13,38.5
"MN Samuels","Spin","PSL","ALL",9999,5,36,32,3,1,2,112.5,10.7,69
"MN Samuels","Spin","T20","ALL",9999,25,320,319,12,25,14,100.3,26.6,48.6
"MN van Wyk","Pace","PSL","ALL",9999,1,1,4,0,0,0,25,999,25
"MN van Wyk","Spin","PSL","ALL",9999,1,0,3,1,0,0,0,3,0
"MN Waller","Pace","T20","ALL",9999,13,150,104,6,12,6,144.2,17.3,76.7
"MN Waller","Spin","T20","ALL",9999,14,174,144,6,9,6,120.8,24,79.1
"MNM Aslam","Pace","T20","ALL",9999,5,47,40,3,7,0,117.5,13.3,57.6
"MNM Aslam","Spin","T20","ALL",9999,4,25,37,1,1,0,67.6,37,58.3
"MNR Cooray","Pace","T20","ALL",9999,7,78,67,3,11,1,116.4,22.3,50.9
"MNR Cooray","Spin","T20","ALL",9999,7,78,80,2,4,2,97.5,40,67.6
"MO Bacarese","Pace","T20","ALL",9999,4,33,43,1,4,0,76.7,43,43.6
"MO Bacarese","Spin","T20","ALL",9999,4,23,36,3,0,1,63.9,12,48.6
"MO Jones","Pace","T20","ALL",9999,6,25,27,1,1,0,92.6,27,80.8
"MO Jones","Spin","T20","ALL",9999,5,35,41,4,0,3,85.4,10.2,44.7
"Mobashar Ashraf","Pace","T20","ALL",9999,1,2,4,1,0,0,50,4,50
"Mohamed Arief","Pace","T20","ALL",9999,9,83,61,3,9,2,136.1,20.3,70
"Mohamed Arief","Spin","T20","ALL",9999,10,126,103,5,14,3,122.3,20.6,60.5
"Mohamed Azzam","Pace","T20","ALL",9999,10,35,51,8,1,0,68.6,6.4,62
"Mohamed Azzam","Spin","T20","ALL",9999,9,42,53,0,3,0,79.2,999,60
"Mohamed Iqbal Noor","Pace","T20","ALL",9999,2,4,7,1,0,0,57.1,7,57.1
"Mohamed Iqbal Noor","Spin","T20","ALL",9999,1,1,2,0,0,0,50,999,50
"Mohamed Mahfooz","Pace","T20","ALL",9999,6,30,40,2,1,0,75,20,66.7
"Mohamed Mahfooz","Spin","T20","ALL",9999,4,13,24,2,1,0,54.2,12,39.1
"Mohamed Rishwan","Pace","T20","ALL",9999,12,92,101,5,11,2,91.1,20.2,40.9
"Mohamed Rishwan","Spin","T20","ALL",9999,10,104,106,8,3,8,98.1,13.2,46.3
"Mohamed Saafee","Pace","T20","ALL",9999,1,0,1,1,0,0,0,1,0
"Mohamed Saafee","Spin","T20","ALL",9999,1,0,4,0,0,0,0,999,0
"Mohameed Taiwo","Pace","T20","ALL",9999,6,42,47,1,1,1,89.4,47,71.1
"Mohameed Taiwo","Spin","T20","ALL",9999,4,14,27,1,0,0,51.9,27,51.9
"Mohammad Abbas","Pace","NTB","ALL",9999,4,20,12,1,2,1,166.7,12,66.7
"Mohammad Abbas","Pace","PSL","ALL",9999,1,1,1,0,0,0,100,999,100
"Mohammad Abbas","Spin","NTB","ALL",9999,1,4,1,0,1,0,400,999,NA
"Mohammad Afzal","Pace","T20","ALL",9999,3,28,22,1,1,2,127.3,22,63.2
"Mohammad Afzal","Spin","T20","ALL",9999,6,38,50,3,0,2,76,16.7,54.2
"Mohammad Ahsan","Pace","T20","ALL",9999,2,2,5,1,0,0,40,5,40
"Mohammad Ahsan","Spin","T20","ALL",9999,3,25,17,2,0,3,147.1,8.5,50
"Mohammad Amin","Pace","T20","ALL",9999,2,40,28,1,2,2,142.9,28,83.3
"Mohammad Amin","Spin","T20","ALL",9999,1,10,22,0,0,0,45.5,999,45.5
"Mohammad Amir","Pace","CPL","ALL",9999,2,2,3,1,0,0,66.7,3,66.7
"Mohammad Amir","Pace","NTB","ALL",9999,4,7,10,4,1,0,70,2.5,33.3
"Mohammad Amir","Pace","PSL","ALL",9999,18,60,57,9,6,2,105.3,6.3,49
"Mohammad Amir","Pace","T20","ALL",9999,7,19,29,4,1,1,65.5,7.2,33.3
"Mohammad Amir","Spin","NTB","ALL",9999,2,2,5,1,0,0,40,5,40
"Mohammad Amir","Spin","T20","ALL",9999,1,1,7,0,0,0,14.3,999,14.3
"Mohammad Amir Khan","Pace","PSL","ALL",9999,1,7,9,0,1,0,77.8,999,37.5
"Mohammad Asghar","Pace","PSL","ALL",9999,3,1,5,1,0,0,20,5,20
"Mohammad Ayaz","Pace","T20","ALL",9999,1,0,2,1,0,0,0,2,0
"Mohammad Boota","Pace","T20","ALL",9999,12,108,95,7,7,5,113.7,13.6,60.2
"Mohammad Boota","Spin","T20","ALL",9999,13,69,68,2,3,3,101.5,34,62.9
"Mohammad Ghazanfar","Pace","T20","ALL",9999,2,10,10,1,1,0,100,10,66.7
"Mohammad Hafeez","Pace","CPL","ALL",9999,24,263,251,13,27,5,104.8,19.3,57.1
"Mohammad Hafeez","Pace","NTB","ALL",9999,4,54,49,2,4,1,110.2,24.5,72.7
"Mohammad Hafeez","Pace","PSL","ALL",9999,50,693,537,24,75,23,129.1,22.4,58.1
"Mohammad Hafeez","Pace","T20","ALL",9999,37,712,526,18,77,22,135.4,29.2,63.7
"Mohammad Hafeez","Spin","CPL","ALL",9999,22,197,222,9,16,3,88.7,24.7,56.7
"Mohammad Hafeez","Spin","NTB","ALL",9999,4,59,51,2,3,3,115.7,25.5,64.4
"Mohammad Hafeez","Spin","PSL","ALL",9999,37,521,476,22,37,25,109.5,21.6,53.9
"Mohammad Hafeez","Spin","T20","ALL",9999,30,370,290,14,22,20,127.6,20.7,65.3
"Mohammad Hasnain","Pace","PSL","ALL",9999,6,7,12,3,1,0,58.3,4,27.3
"Mohammad Hasnain","Pace","T20","ALL",9999,3,5,13,1,1,0,38.5,13,8.3
"Mohammad Hasnain","Spin","PSL","ALL",9999,1,1,4,0,0,0,25,999,25
"Mohammad Ilyas","Pace","PSL","ALL",9999,10,33,36,5,1,0,91.7,7.2,82.9
"Mohammad Imran","Pace","PSL","ALL",9999,1,8,4,1,0,1,200,4,66.7
"Mohammad Imran (2)","Pace","PSL","ALL",9999,1,1,2,0,0,0,50,999,50
"Mohammad Irfan","Pace","PSL","ALL",9999,8,13,21,5,2,0,61.9,4.2,26.3
"Mohammad Irfan (4)","Pace","PSL","ALL",9999,8,20,21,5,1,1,95.2,4.2,52.6
"Mohammad Irfan (4)","Spin","PSL","ALL",9999,1,2,2,0,0,0,100,999,100
"Mohammad Irfan (5)","Pace","PSL","ALL",9999,2,4,3,1,1,0,133.3,3,0
"Mohammad Maaz Khan","Pace","T20","ALL",9999,2,12,5,2,3,0,240,2.5,0
"Mohammad Maaz Khan","Spin","T20","ALL",9999,2,17,7,1,2,1,242.9,7,75
"Mohammad Mithun","Pace","T20","ALL",9999,12,86,90,7,7,3,95.6,12.9,50
"Mohammad Mithun","Spin","T20","ALL",9999,6,41,44,4,3,1,93.2,11,57.5
"Mohammad Mohsin","Pace","PSL","ALL",9999,1,0,6,1,0,0,0,6,0
"Mohammad Nabi","Pace","BBL","ALL",9999,25,411,307,11,37,14,133.9,27.9,69.9
"Mohammad Nabi","Pace","CPL","ALL",9999,15,184,108,6,13,12,170.4,18,72.3
"Mohammad Nabi","Pace","IPL","ALL",9999,13,127,83,10,14,6,153,8.3,55.6
"Mohammad Nabi","Pace","NTB","ALL",9999,27,313,230,13,23,15,136.1,17.7,68.2
"Mohammad Nabi","Pace","PSL","ALL",9999,7,168,99,4,15,10,169.7,24.8,64.9
"Mohammad Nabi","Pace","T20","ALL",9999,50,764,474,30,58,45,161.2,15.8,70.6
"Mohammad Nabi","Spin","BBL","ALL",9999,23,214,175,11,7,12,122.3,15.9,73.1
"Mohammad Nabi","Spin","CPL","ALL",9999,12,70,66,6,4,4,106.1,11,51.7
"Mohammad Nabi","Spin","IPL","ALL",9999,8,58,38,3,2,4,152.6,12.7,81.2
"Mohammad Nabi","Spin","NTB","ALL",9999,23,205,144,11,9,14,142.4,13.1,70.2
"Mohammad Nabi","Spin","PSL","ALL",9999,7,53,35,2,5,3,151.4,17.5,55.6
"Mohammad Nabi","Spin","T20","ALL",9999,34,341,260,10,15,21,131.2,26,69.2
"Mohammad Nadeem","Pace","T20","ALL",9999,12,73,85,7,6,2,85.9,12.1,48.1
"Mohammad Nadeem","Spin","T20","ALL",9999,7,42,42,2,1,1,100,21,80
"Mohammad Naim","Pace","T20","ALL",9999,28,481,425,17,55,10,113.2,25,55.8
"Mohammad Naim","Spin","T20","ALL",9999,24,262,268,11,16,5,97.8,24.4,68
"Mohammad Naveed","Pace","T20","ALL",9999,19,121,98,11,13,5,123.5,8.9,48.8
"Mohammad Naveed","Spin","T20","ALL",9999,8,17,19,2,1,1,89.5,9.5,41.2
"Mohammad Nawaz (3)","Pace","PSL","ALL",9999,43,429,335,24,39,16,128.1,14,63.2
"Mohammad Nawaz (3)","Pace","T20","ALL",9999,9,60,62,6,4,2,96.8,10.3,57.1
"Mohammad Nawaz (3)","Spin","PSL","ALL",9999,25,111,164,7,4,3,67.7,23.4,49
"Mohammad Nawaz (3)","Spin","T20","ALL",9999,2,10,8,0,0,1,125,999,57.1
"Mohammad Nazril","Pace","T20","ALL",9999,1,1,1,0,0,0,100,999,100
"Mohammad Nazril","Spin","T20","ALL",9999,1,6,5,0,1,0,120,999,50
"Mohammad Rizlan","Pace","T20","ALL",9999,15,98,111,3,8,3,88.3,37,48
"Mohammad Rizlan","Spin","T20","ALL",9999,13,91,93,9,6,5,97.8,10.3,45.1
"Mohammad Rizwan","Pace","PSL","ALL",9999,33,604,474,21,62,14,127.4,22.6,68.3
"Mohammad Rizwan","Pace","T20","ALL",9999,29,826,589,11,76,32,140.2,53.5,68.6
"Mohammad Rizwan","Spin","PSL","ALL",9999,26,266,231,6,18,7,115.2,38.5,73.8
"Mohammad Rizwan","Spin","T20","ALL",9999,23,419,352,10,35,9,119,35.2,73.1
"Mohammad Saifuddin","Pace","T20","ALL",9999,16,151,122,9,14,5,123.8,13.6,63.1
"Mohammad Saifuddin","Spin","T20","ALL",9999,8,45,48,2,2,2,93.8,24,56.8
"Mohammad Sami","Pace","CPL","ALL",9999,1,5,6,1,0,0,83.3,6,83.3
"Mohammad Sami","Pace","PSL","ALL",9999,11,35,33,5,2,1,106.1,6.6,70
"Mohammad Sami","Pace","T20","ALL",9999,2,4,4,1,1,0,100,4,0
"Mohammad Sami","Spin","CPL","ALL",9999,1,1,3,0,0,0,33.3,999,33.3
"Mohammad Sami","Spin","PSL","ALL",9999,2,4,6,1,0,0,66.7,6,66.7
"Mohammad Sami","Spin","T20","ALL",9999,1,8,14,0,1,0,57.1,999,30.8
"Mohammad Shahzad","Pace","T20","ALL",9999,34,672,477,19,80,24,140.9,25.1,55.8
"Mohammad Shahzad","Spin","T20","ALL",9999,24,374,294,13,38,22,127.2,22.6,38.5
"Mohammad Shahzad (2)","Pace","T20","ALL",9999,15,133,121,12,16,4,109.9,10.1,44.6
"Mohammad Shahzad (2)","Spin","T20","ALL",9999,8,68,58,3,3,2,117.2,19.3,83
"Mohammad Umar","Pace","PSL","ALL",9999,1,0,1,1,0,0,0,1,0
"Mohammad Usman","Pace","T20","ALL",9999,2,40,39,0,3,3,102.6,999,30.3
"Mohammad Usman","Spin","T20","ALL",9999,2,18,22,1,1,0,81.8,22,66.7
"Mohammad Wasim","Pace","PSL","ALL",9999,5,45,30,2,2,4,150,15,54.2
"Mohammad Wasim","Pace","T20","ALL",9999,1,1,3,0,0,0,33.3,999,33.3
"Mohammed Asghar","Pace","T20","ALL",9999,3,58,36,1,5,3,161.1,36,71.4
"Mohammed Asghar","Spin","T20","ALL",9999,5,67,61,3,2,4,109.8,20.3,63.6
"Mohammed Awais","Pace","T20","ALL",9999,8,23,33,5,1,0,69.7,6.6,59.4
"Mohammed Awais","Spin","T20","ALL",9999,3,6,11,1,0,0,54.5,11,54.5
"Mohammed Irfan (2)","Pace","T20","ALL",9999,3,33,15,1,2,3,220,15,70
"Mohammed Irfan (2)","Spin","T20","ALL",9999,1,1,1,0,0,0,100,999,100
"Mohammed Nadeem","Pace","T20","ALL",9999,3,2,5,1,0,0,40,5,40
"Mohammed Nadeem","Spin","T20","ALL",9999,1,1,1,0,0,0,100,999,100
"Mohammed Qasim","Pace","T20","ALL",9999,3,36,51,2,2,0,70.6,25.5,57.1
"Mohammed Sameer","Pace","T20","ALL",9999,4,34,32,1,4,1,106.2,32,44.4
"Mohammed Sameer","Spin","T20","ALL",9999,7,53,65,4,5,1,81.5,16.2,45.8
"Mohammed Shami","Pace","IPL","ALL",9999,13,45,41,3,4,1,109.8,13.7,63.9
"Mohammed Shami","Spin","IPL","ALL",9999,4,15,14,4,1,1,107.1,3.5,41.7
"Mohammed Siraj","Pace","IPL","ALL",9999,12,64,71,5,5,2,90.1,14.2,50
"Mohammed Siraj","Spin","IPL","ALL",9999,3,2,4,0,0,0,50,999,50
"Mohsin Khan","Pace","T20","ALL",9999,3,17,29,1,2,0,58.6,29,33.3
"Mohsin Khan","Spin","T20","ALL",9999,2,7,8,2,1,0,87.5,4,42.9
"Mohsin Raza","Pace","T20","ALL",9999,1,6,15,1,0,0,40,15,40
"Mohsin Raza","Spin","T20","ALL",9999,1,1,1,0,0,0,100,999,100
"Mohsin Shabbir","Pace","T20","ALL",9999,1,7,8,0,0,0,87.5,999,87.5
"Mohsin Shabbir","Spin","T20","ALL",9999,1,1,4,1,0,0,25,4,25
"Mosaddek Hossain","Pace","T20","ALL",9999,12,105,92,3,6,2,114.1,30.7,82.1
"Mosaddek Hossain","Spin","T20","ALL",9999,11,81,73,6,4,4,111,12.2,63.1
"Moshiur Rahman","Pace","T20","ALL",9999,3,10,20,1,0,0,50,20,50
"Moshiur Rahman","Spin","T20","ALL",9999,2,1,5,0,0,0,20,999,20
"MP Biddappa","Pace","T20","ALL",9999,6,59,64,3,4,1,92.2,21.3,62.7
"MP Biddappa","Spin","T20","ALL",9999,5,45,52,0,2,2,86.5,999,52.1
"MP Dunn","Spin","NTB","ALL",9999,1,1,3,0,0,0,33.3,999,33.3
"MP Kuhnemann","Pace","BBL","ALL",9999,1,9,7,1,1,0,128.6,7,83.3
"MP Kuhnemann","Spin","BBL","ALL",9999,1,1,2,0,0,0,50,999,50
"MP O'Dowd","Pace","T20","ALL",9999,37,637,491,16,75,13,129.7,30.7,64.3
"MP O'Dowd","Spin","T20","ALL",9999,30,374,311,17,30,12,120.3,18.3,67.7
"MP Stoinis","Pace","BBL","ALL",9999,57,1206,935,30,121,37,129,31.2,64.4
"MP Stoinis","Pace","IPL","ALL",9999,47,566,391,21,57,18,144.8,18.6,72.8
"MP Stoinis","Pace","NTB","ALL",9999,3,35,29,3,3,0,120.7,9.7,88.5
"MP Stoinis","Pace","T20","ALL",9999,24,327,225,8,31,10,145.3,28.1,77.7
"MP Stoinis","Spin","BBL","ALL",9999,53,767,545,18,57,29,140.7,30.3,79.5
"MP Stoinis","Spin","IPL","ALL",9999,37,348,281,12,19,17,123.8,23.4,69.4
"MP Stoinis","Spin","NTB","ALL",9999,3,45,38,1,0,3,118.4,38,77.1
"MP Stoinis","Spin","T20","ALL",9999,17,119,103,7,9,6,115.5,14.7,53.4
"MPGT Ketiyage","Pace","T20","ALL",9999,1,0,1,1,0,0,0,1,0
"MPGT Ketiyage","Spin","T20","ALL",9999,1,0,1,0,0,0,0,999,0
"MR Adair","Pace","NTB","ALL",9999,2,10,10,2,1,0,100,5,66.7
"MR Adair","Pace","T20","ALL",9999,18,131,116,11,5,7,112.9,10.5,66.3
"MR Adair","Spin","NTB","ALL",9999,1,2,5,1,0,0,40,5,40
"MR Adair","Spin","T20","ALL",9999,15,65,64,5,5,0,101.6,12.8,76.3
"MR Dorgan","Pace","T20","ALL",9999,1,3,4,0,0,0,75,999,75
"MR Dorgan","Spin","T20","ALL",9999,1,0,3,1,0,0,0,3,0
"MR Marsh","Pace","BBL","ALL",9999,39,779,477,16,60,39,163.3,29.8,80.7
"MR Marsh","Pace","IPL","ALL",9999,2,4,6,1,0,0,66.7,6,66.7
"MR Marsh","Pace","T20","ALL",9999,28,427,322,11,39,17,132.6,29.3,63.5
"MR Marsh","Spin","BBL","ALL",9999,34,240,248,11,10,4,96.8,22.5,75.2
"MR Marsh","Spin","IPL","ALL",9999,1,3,6,1,0,0,50,6,50
"MR Marsh","Spin","T20","ALL",9999,25,319,287,14,22,10,111.1,20.5,67.1
"MR Montfort","Pace","T20","ALL",9999,1,1,1,0,0,0,100,999,100
"MR Quinn","Pace","NTB","ALL",9999,4,15,14,2,1,1,107.1,7,41.7
"MR Swart","Pace","T20","ALL",9999,1,9,8,1,2,0,112.5,8,16.7
"MRJ Watt","Pace","NTB","ALL",9999,3,17,18,2,2,0,94.4,9,56.2
"MRJ Watt","Pace","T20","ALL",9999,14,72,57,7,7,1,126.3,8.1,77.6
"MRJ Watt","Spin","NTB","ALL",9999,2,1,6,1,0,0,16.7,6,16.7
"MRJ Watt","Spin","T20","ALL",9999,8,32,30,4,4,0,106.7,7.5,61.5
"MS Chapman","Pace","CPL","ALL",9999,3,10,8,1,2,0,125,8,33.3
"MS Chapman","Pace","T20","ALL",9999,14,134,109,5,12,4,122.9,21.8,66.7
"MS Chapman","Spin","CPL","ALL",9999,3,2,4,3,0,0,50,1.3,50
"MS Chapman","Spin","T20","ALL",9999,12,119,101,9,6,5,117.8,11.2,72.2
"MS Crane","Pace","NTB","ALL",9999,14,54,66,2,1,0,81.8,33,76.9
"MS Crane","Spin","NTB","ALL",9999,2,2,2,0,0,0,100,999,100
"MS Dhoni","Pace","IPL","ALL",9999,75,1094,720,26,77,58,151.9,27.7,74.9
"MS Dhoni","Pace","T20","ALL",9999,36,564,392,15,49,15,143.9,26.1,84.8
"MS Dhoni","Spin","IPL","ALL",9999,61,613,594,17,25,32,103.2,34.9,59.8
"MS Dhoni","Spin","T20","ALL",9999,20,178,138,2,8,12,129,69,62.7
"MS Harris","Pace","BBL","ALL",9999,37,543,430,23,59,16,126.3,18.7,59.4
"MS Harris","Spin","BBL","ALL",9999,26,227,207,15,22,6,109.7,13.8,57.5
"MS Henriksen","Pace","T20","ALL",9999,1,55,27,1,3,3,203.7,27,119
"MS Henriksen","Spin","T20","ALL",9999,1,2,3,0,0,0,66.7,999,66.7
"MS Pepper","Pace","NTB","ALL",9999,17,216,183,9,21,5,118,20.3,65
"MS Pepper","Spin","NTB","ALL",9999,14,142,113,6,8,6,125.7,18.8,74.7
"MS Wade","Pace","BBL","ALL",9999,38,892,539,28,95,32,165.5,19.2,77.7
"MS Wade","Pace","NTB","ALL",9999,4,51,25,3,5,1,204,8.3,131.6
"MS Wade","Pace","T20","ALL",9999,24,345,213,16,35,16,162,13.3,67.3
"MS Wade","Spin","BBL","ALL",9999,30,433,332,7,22,15,130.4,47.4,86.4
"MS Wade","Spin","NTB","ALL",9999,3,52,41,2,1,3,126.8,20.5,81.1
"MS Wade","Spin","T20","ALL",9999,20,180,186,9,8,5,96.8,20.7,68.2
"MT Coles","Pace","NTB","ALL",9999,21,98,92,17,11,1,106.5,5.4,60
"MT Coles","Spin","NTB","ALL",9999,4,39,17,2,5,2,229.4,8.5,70
"MT Renshaw","Pace","BBL","ALL",9999,34,399,319,23,36,13,125.1,13.9,65.6
"MT Renshaw","Spin","BBL","ALL",9999,29,357,296,10,24,10,120.6,29.6,76.7
"MT Steketee","Pace","BBL","ALL",9999,21,79,81,13,6,3,97.5,6.2,51.4
"MT Steketee","Spin","BBL","ALL",9999,7,28,32,4,1,2,87.5,8,41.4
"MTC Waller","Pace","NTB","ALL",9999,17,63,71,7,5,0,88.7,10.1,65.2
"MTC Waller","Spin","NTB","ALL",9999,3,16,22,1,1,0,72.7,22,57.1
"Mudassar Bukhari","Pace","T20","ALL",9999,1,14,5,1,1,1,280,5,133.3
"Mudassar Bukhari","Spin","T20","ALL",9999,1,0,1,0,0,0,0,999,0
"Mudassar Muhammad","Pace","T20","ALL",9999,7,103,78,3,9,1,132.1,26,89.7
"Mudassar Muhammad","Spin","T20","ALL",9999,5,53,52,3,3,2,101.9,17.3,61.7
"Mudassir Iqbal","Pace","T20","ALL",9999,4,21,31,3,3,0,67.7,10.3,32.1
"Mudassir Iqbal","Spin","T20","ALL",9999,1,12,12,1,0,1,100,12,54.5
"Muhaddis Muhaddis","Pace","T20","ALL",9999,3,28,24,2,3,1,116.7,12,50
"Muhaddis Muhaddis","Spin","T20","ALL",9999,3,44,20,1,2,5,220,20,46.2
"Muhamad Makram","Pace","T20","ALL",9999,1,1,2,1,0,0,50,2,50
"Muhammad Abbasi","Pace","T20","ALL",9999,2,18,13,0,3,0,138.5,999,60
"Muhammad Abbasi","Spin","T20","ALL",9999,1,0,1,1,0,0,0,1,0
"Muhammad Akhlaq","Pace","PSL","ALL",9999,4,34,26,4,5,1,130.8,6.5,40
"Muhammad Amin","Pace","T20","ALL",9999,5,105,82,5,14,4,128,16.4,39.1
"Muhammad Amin","Spin","T20","ALL",9999,3,18,16,1,1,1,112.5,16,57.1
"Muhammad Asif","Pace","T20","ALL",9999,2,5,4,1,0,0,125,4,125
"Muhammad Asjed","Pace","T20","ALL",9999,3,13,9,2,2,0,144.4,4.5,71.4
"Muhammad Asjed","Spin","T20","ALL",9999,2,1,7,1,0,0,14.3,7,14.3
"Muhammad Faizan","Pace","PSL","ALL",9999,3,12,27,2,0,0,44.4,13.5,44.4
"Muhammad Faizan","Spin","PSL","ALL",9999,2,11,13,2,1,1,84.6,6.5,9.1
"Muhammad Kaleem","Pace","T20","ALL",9999,7,65,80,5,8,1,81.2,16,38
"Muhammad Kaleem","Spin","T20","ALL",9999,4,30,32,3,1,2,93.8,10.7,48.3
"Muhammad Kashif","Pace","T20","ALL",9999,9,137,94,7,10,10,145.7,13.4,50
"Muhammad Kashif","Spin","T20","ALL",9999,9,60,77,3,0,3,77.9,25.7,56.8
"Muhammad Khurram","Pace","T20","ALL",9999,2,5,14,2,0,0,35.7,7,35.7
"Muhammad Muneeb","Pace","T20","ALL",9999,2,13,30,1,0,0,43.3,30,43.3
"Muhammad Muneeb","Spin","T20","ALL",9999,2,22,22,2,2,0,100,11,70
"Muhammad Murad","Pace","T20","ALL",9999,1,2,3,0,0,0,66.7,999,66.7
"Muhammad Murad","Spin","T20","ALL",9999,2,8,9,0,0,1,88.9,999,25
"Muhammad Musa","Pace","PSL","ALL",9999,5,27,25,2,3,1,108,12.5,42.9
"Muhammad Nadeem","Pace","T20","ALL",9999,5,104,54,0,5,8,192.6,999,87.8
"Muhammad Nadeem","Spin","T20","ALL",9999,3,41,30,2,3,4,136.7,15,21.7
"Muhammad Naeem","Pace","T20","ALL",9999,1,21,17,1,0,2,123.5,17,60
"Muhammad Naeem","Spin","T20","ALL",9999,1,6,5,0,0,0,120,999,120
"Muhammad Shoaib Ahmed","Pace","T20","ALL",9999,2,17,15,0,2,0,113.3,999,69.2
"Muhammad Shoaib Ahmed","Spin","T20","ALL",9999,2,12,12,1,0,1,100,12,54.5
"Muhammad Tanveer","Pace","T20","ALL",9999,11,42,60,6,2,0,70,10,58.6
